"Community Support Resources Utilized By The Patient/Family:  Women, Infants, and Children Program (WIC) and Public Health."	"Community support resources utilized by the patient/family:  Women, Infants, and Children Program (WIC), Minnesota Family Investment Program (MFIP), Social worker is involved."	3.5	0
"Patient discharged to home, ambulating without assistance, driving self, unaccompanied, Above person(s) verbalized understanding of discharge instructions and follow-up care."	"Patient discharged to home, ambulating without assistance, accompanied by parent, Discharge instructions given to mother, Discharge instructions given to father."	3.25	0
Tylenol tablet 2 tablets by mouth as needed.	furosemide [LASIX] 40 mg tablet 1 tablet by mouth two times a day.	1	1
No: new confusion or inability to stay alert and awake or purple or red rash/blotches that stay when pressed by a glass (purpural rash)	"No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow; newly painful neck with difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or pain, pressure or tightness in the chest, jaw or arm"	2.5	0
lisinopril-HCTZ 10-12.5 mg tablet 1 tablet by mouth one time daily.	prednisone 5 mg tablet 2 tablets by mouth one time daily.	1	1
The patient's caregiver was ready to learn without barriers and understanding of the plan provided.	The patient will verbalize understanding of splint wear and care following one treatment session.	1.25	0
"Patient arrives, via hospital wheelchair, History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time."	"Complex assessment performed, Patient arrives, via stretcher, via Emergency Medical Services, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time."	2.5	0
Celexa 40 mg tablet 1 tablet by mouth one time daily.	Miralax 17 gram/dose Powder 1 packet by mouth one time daily as needed.	0.5	1
There is no lower extremity edema present bilaterally.	There is a 2+ radial pulse present in the upper extremities bilaterally.	1	0
cephalexin [KEFLEX] 500 mg capsule 1 capsule by mouth four times a day.	Calcium 600 tablet 2 tablets by mouth one time daily.	1	1
The patient will meet individually with the group provider nearing completion of LEARN and prior to bariatric surgery.	The patient may shower two weeks after the surgery with the use of the provided cloth sling.	0	0
Patient has not been the victim of other typed of abuse.	Information collected has not been verified by the patient.	0	0
"Learns best by: verbal instructions as procedure is being performed, reading, seeing, listening."	"Learns best by: verbal instruction while procedure is performed, reading, seeing, listening."	5	0
"When visiting a restaurant, the patient typically does add salt to the meal."	A letter has been sent for the patient to call and schedule.	0	0
No: fever each day for more than 72 hours; fever that has recurred after 24 hours without fever or temperature of 103?F ( 39.4?C) or greater (in an adult)	No: fever each day for more than three days or fever that has recurred after 24 hours without fever	3.5	0
The patient was fully attentive and interactive in group.	The patient was placed into Trendelenburg position with the right side tilted up.	0	0
No: new confusion or inability to stay alert and awake or currently feeling like you are going to collapse every time you stand or sit up	"No: new confusion or inability to stay alert and awake; struggling to breathe even while inactive or resting; floppiness or fainting or active, uncontrolled bleeding"	2.75	0
"Consent form reviewed, dated, and signed by participant and consent cosigner, CMS, (SC)."	"Consent form reviewed, dated, and signed by participant and consent cosigner, RMW, (SC)."	4.25	0
No: fever each day for more than three days; fever that has recurred after 24 hours without fever or temperature of 103 F ( 39.4 C) or more	"No: fever each day for more than three days; fever that has recurred after 24 hours without fever; temperature higher than 104 F or 40 C or recurrent, unexplained fevers over several weeks"	3.25	0
duloxetine [CYMBALTA] 30 mg capsule enteric coated 1 capsule by mouth two times a day.	Pravachol 40 mg tablet 1 tablet by mouth one time daily.	2.5	1
azithromycin [ZITHROMAX Z-PAK] 250 mg tablet by mouth as directed by prescriber.	mg tablet 1 tablet by mouth as directed by prescriber.	1	1
"Procedural pause conducted prior to each stage of procedure to verify: correct patient identity, procedure to be performed and as applicable, correct side and site, special equipment or special requirements."	"Procedural pause conducted to verify: correct patient identity, procedure to be performed and as applicable, correct side and site, correct patient position, and special equipment or special requirements."	3.7	0
"Discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team, both male and female, participating in the procedure."	"Discussed risks, goals, and alternatives to sedated bone marrow aspiration and biopsy, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient."	3	0
We recommend that the patient remain abstinent from all mood-altering drugs including alcohol for the time period as specified:	We recommend that the patient remain abstinent from all mood-altering drugs including alcohol for the time period as specified: Duration of program and indefinitely.	4.7	0
Explained diagnosis and treatment plan; patient/parents expressed understanding of the content.	"I explained the diagnosis and treatment plan in detail, and the patient clearly expressed understanding of the content reviewed."	4.25	0
Flagyl 500 mg tablet 1 tablet by mouth three times a day.	Senna Plus 8.6-50 mg tablet 1 tablet by mouth two times a day as needed.	1	1
"Client has participated in OT biofeedback, please refer to OT biofeedback note for details."	Please refer to his note for full details.	1.5	0
acetaminophen [TYLENOL] 500 mg tablet 2 tablets by mouth three times a day.	melatonin 3 mg tablet 1 tablet by mouth every bedtime as needed.	2.5	1
I have met with the patient and discussed the need for supplemental oxygen.	The plan of care was discussed with the patient who is in agreement.	3	0
Strattera 40 mg capsule 1 capsule by mouth one time daily.	Arimidex 1 mg tablet 1 tablet by mouth one time daily.	2.5	1
The diagnosis and treatment plans were explained and the patient expressed understanding of the content.	I explained the diagnosis and treatment plan for the patient who expressed understanding of the content.	4.9	0
Plan is to continue working towards work conditioning goals of 50 lb occasional weight handling.	Plan is to continue working towards work hardening goals of 75 lb occasional weight handling.	4.2	0
"Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time."	"Patient arrives, via stretcher, via Emergency Medical Services, Unsteady gait, Lift to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time."	2.9	0
"I spent 25 minutes with this patient, with over 50% of the time in counseling."	"Total time spent was 30 minutes, with more than 50% of the time spent on counseling, coordination of care and patient education."	4	0
"Patient has no smoking history, Patient denies alcohol use, drug use, Lives in long term care facility."	"Patient currently uses tobacco, Smokes cigarettes, daily, with number per day: 10, Patient denies alcohol use, drug use."	3.25	0
Lasix 20 mg tablet 2 tablets by mouth one time daily.	duloxetine [CYMBALTA] 60 mg capsule enteric coated 1 capsule by mouth one time daily.	2.5	1
Mental: Alert and oriented to person place time and situation.	"Feet:Neurological: He is alert and oriented to person, place, and time."	4.5	0
Neuro:  Proximal and distal strength in the upper and lower extremities is grossly intact.	"The distal circulation, sensation, and motor function is intact."	2.5	0
"Disp : 100 - TAB, Directions : ONE EVERY BEDTIME, Refill : 3 Time(s), Expire Rx on : 1 YR, Route : ORAL"	"Disp : 20 - TAB, Directions : ONE-TWO Q4-6H PRN Pain, Refill : None, Expire Rx on : None, Route : ORAL"	1.9	1
I personally spent over half of a total 45 minutes in counseling and discussion with the patient and coordination of care as described above.	I personally spent 45 minutes in counseling and coordination of care.	4	0
"Thank you for choosing the Name, D.O.. care team for your health care needs!"	"First of all, let me thank you for allowing us to be part of your ongoing health care."	3	0
"Thank you for choosing the Name, APRN, C.N.P., M.S.. care team for your health care needs!"	"Thank you for choosing the Name, M.D.. care team for your health care needs!"	4	0
All the patient's questions were answered to the best of my ability.	The patient was prepped and draped in the usual sterile fashion.	0	0
"Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching."	"Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Patient verbalized an understanding of discharge teaching."	3.25	0
There is no evidence of purulent drainage or sign of bacterial infection.	There is no evidence of loose associations or perceptual disturbance.	0.5	0
"No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or pain, pressure or tightness in the chest, jaw or arm"	"No: new confusion or inability to stay alert and awake; struggling to breathe even while inactive or resting; currently feeling like you are going to collapse every time you stand or sit up; vomit that looks like ground coffee; vomiting blood; black, sticky, tar-like stools; uncontrollable or continuous rectal bleeding or purple or red rash/blotches that stay when pressed by a glass (purpuric rash)"	3	0
"Patient ready to learn, no apparent learning barriers were identified; learning preferences include listening."	"Ready to learn, no apparent learning barriers were identified; learning preferences included listening."	4.9	0
No: two or more documented episodes of sinus infection in the last 12 months or antibiotics taken for sinus infection in the last 4 weeks	"No: eye pain, not just irritation; vision changes; headache that's more severe than usual; antibiotics taken for sinus infection in the last 4 weeks; currently on antibiotics, including Minocycline or Doxycycline or two or more documented episodes of sinus infection in the last 12 months"	3	0
"If the patient experiences any of these possible signs and symptoms of a DVT or PE, report to the local emergency room immediately."	"If the patient develops any sudden shortness of breath or difficulty breathing, the patient should go to the nearest emergency room for evaluation."	3.4	0
"We discussed the risks including, but not limited to, infection, bleeding, pain, scar formation, and lesion recurrence."	We discussed the risks of infection and bleeding.	4	0
No: allergy to sulfa drugs or trimethoprim-sulfa combinations; allergy to ciprofloxin (Cipro`Xab`) or allergy to nitrofurantoin (Macrobid`Xab`)	No: allergy to sulfa drugs or trimethoprim-sulfa combinations; allergy to ciprofloxacin (Cipro) or allergy to nitrofurantoin (Macrobid)	4.9	0
The patient's test results were reviewed by the health care team and the patient was informed of the results via telephone.	The patient's right shoulder was prepped and draped in the usual sterile fashion; the painful area was marked.	0	0
"Identified Illness as a learning need, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching."	"Identified Injury as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions, Patient verbalized an understanding of discharge teaching."	3.25	0
The patient was instructed to contact their primary care provider for any further questions or concerns.	She was encouraged to contact the study team with any questions or concerns prior to her visit.	3	0
No: appendix removal; gallbladder removal; prior hysterectomy (removal of the uterus or womb); removal of both ovaries or tubal ligation or sterilization	No: appendix removal; gallbladder removal; removal of both ovaries or tubal ligation or sterilization	3.75	0
"Complex assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time."	"Complex assessment performed, Patient arrives, via hospital wheelchair, Gait steady, History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time."	3.9	0
Recheck if not resolved in one week or recheck if breathing or swallowing problems or worsening symptoms occur.	"Additional follow up:  recheck if not resolved in one week , recheck if breathing problems, recheck if swallowing problems, recheck if worsening symptoms occur."	5	0
Patient/caregiver rates right knee at rest pain at 1/10.	Patient rates pain 0 on the 0-10 pain scale.	3.5	0
"Patient arrives, via stretcher, via Emergency Medical Services, Unsteady gait, Lift to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time."	"Complex assessment performed, Patient arrives, via stretcher, via Emergency Medical Services, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time."	4	0
"Identified Illness as a learning need, Identified Follow-up care as a learning need, Identified Medications as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions."	"Identified Illness as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions."	3.6	0
"When ambulating with a cane, place the cane in the hand on the side opposite the surgical limb."	I began my consultation with the patient by reviewing the reason for the medical genetics consultation today.	0	0
MEDICAL NECESSITY: The patient would benefit from skilled physical therapy interventions to be able to return the patient to full sporting activities.	"MEDICAL NECESSITY: The patient would benefit from skilled physical therapy interventions to be able to return the patient to full leisure, self-care activities."	3.45	0
"The above was discussed with the patient, and she voiced understanding of the content and plan."	Patient was provided with written patient education materials and she relates a good understanding of the self-management program.	1.5	0
"Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time."	"History obtained from patient, Patient appears, anxious, Patient cooperative, alert, Oriented to person, place and time."	3.1	0
"Reviewed with the patient the findings from the breast pathology and specifically, difference between in situ and invasive carcinomas."	"In reviewing the history, the patient is followed by primary care physician and diabetes clinic."	0.5	0
Negative for loss of balance or tendency to fall easily and weakness in arms or legs.	Neurological:  Positive for loss of balance or tendency to fall easily and weakness in arms or legs.	1.5	0
"Barriers to learning: (cultural, religious/spiritual, motivational, physical/cognitive, language, emotional); no apparent barriers to learning present, ready to learn."	"Barriers assessed (Cultural, Religious/Spiritual, Motivational, Physical/Cognitive, Language, Emotional)."	2.75	0
"Learning methods used: Class/Group, Demonstration, Discussion, Explanation, Examples, Handouts."	"Learning methods used: Class/Group, Videotape The Art of Assertiveness, PRC Manual handouts, Role-play."	3.45	0
The lesion was excised from within the subcutaneous tissue down to fascia.	"The larynx was examined, specifically the supraglottis, true vocal folds, and subglottis."	0	0
"No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that doesn't clear with coughing; new neck pain and difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpuric rash); currently feeling like you are going to collapse every time you stand or sit up; muffled voice or inability to open mouth fully or complete inability to swallow"	"No: new confusion or inability to stay alert and awake; severe headache; newly stiff or painful neck; new shortness of breath; new wheezing or chest tightness; currently feeling like you are going to collapse every time you stand (sit); sudden onset of trouble swallowing; sudden swelling of the lips, tongue, or mouth or purple or red rash/blotches that stay when pressed by a glass (purpural rash)"	3.25	0
"Patient education: Ready to learn, no apparent learning barriers were identified; learning preferences include listening."	"Patient educational needs - Patient assessed: Ready to learn, no apparent learning barriers."	3.75	0
Patient education materials provided: Home exercise program was provided with duration and frequency of exercises included.	Patient Education:  Home exercise program was provided with duration and frequency of exercises included.	4.5	0
"Complex assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time."	"Patient arrives, via hospital wheelchair, Gait steady, History obtained from patient, Patient appears, generally ill, Patient cooperative, alert, Oriented to person, place and time."	3	0
No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness or currently feeling like you are going to collapse every time you stand or sit up	"No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness or raised, red or white, itchy rash that comes and goes (hives)"	3	0
"Thank you for choosing the Name, M.D.. care team for your health care needs!"	Thank you for the opportunity to participate in her care.	2	0
"No: new confusion or inability to stay alert and awake; currently struggling to breathe, even while inactive or resting or currently feeling like you are going to collapse every time you stand (sit)"	"No: new confusion or inability to stay alert and awake; inability to speak or make normal sounds; currently struggling to breathe, even while inactive or resting; sudden swelling of the lips, tongue, or mouth or currently feeling like she is going to collapse every time she stands (sits)"	3	0
Discharge Instructions: Patient/responsible party indicated understanding of instructions on the following brochure(s) given to patient/responsible party: Care Following your Skin Surgery	"Discharge Instructions: Understanding verbalized, on the following brochure(s) given to patient/responsible party: Care Following Your Sclerotherapy-"	3.75	0
"No: currently struggling to breathe, even while inactive or resting; new confusion or inability to stay alert and awake; new loss of bowel or bladder function; change in ability to move extremities or NEW weakness associated with neck or back pain or trauma to the neck or back; new and continuous bilateral numbness in the groin or saddle area or constant and severe abdominal pain"	"No: new confusion or inability to stay alert and awake; currently struggling to breathe, even while inactive or resting; any chest pain or discomfort; currently feeling like you are going to collapse every time you stand (sit); vomiting blood or uncontrollable or continuous rectal bleeding"	2.5	0
"Patient discharged to home, ambulating without assistance, family driving, accompanied by parent, Above person(s) verbalized understanding of discharge instructions and follow-up care."	"Patient discharged to home, ambulating without assistance, driving self, accompanied by other family member, Discharge instructions given to patient."	3.45	0
lorazepam [ATIVAN] 0.5 mg tablet 1 tablet by mouth every bedtime as needed.	levetiracetam [KEPPRA] 500 mg tablet 1 tablet by mouth two times a day.	2.5	1
"Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions."	"Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions."	3.9	0
"Substance Use Disorders: Patients environment is not supportive of addiction recovery but, with clinical structure, the patient is able to cope most of the time."	The complaint is expected to resolve with no further evaluation of the patient or modification of treatment.	0.5	0
"No: new joint pain or swelling; pain of a type other than joint pain; wound with redness, swelling, warmth or pus-like discharge or red or hot area of the skin"	"No: new joint pain or swelling; pain of a type other than joint pain; wound with redness, swelling, warmth or pus-like discharge; red or hot area of the skin or new one-sided lower leg swelling"	4.8	0
I explained the diagnosis and treatment plan for the patient who expressed understanding of the content.	Explained diagnosis and treatment plan; patient/child/caregiver expressed understanding of the content.Today's information will be shared with the primary provider and patient will be contacted with any further recommendations.	3.45	0
Total minutes spent in timed codes: 10 minutes.	Total minutes spent in timed codes: 33 minutes.	4	0
"Pain or pressure in cheeks or forehead over sinuses, or in the upper jaw, discolored nasal or postnasal discharge and pain in the face or upper jaw that is worse on bending forward"	No: discolored nasal or postnasal discharge or pain in the face or upper jaw that is worse on bending forward	3	0
"Patient discharged to home, ambulating without assistance, driving self, unaccompanied, Above person(s) verbalized understanding of discharge instructions and follow-up care."	"Patient discharged to home, ambulating without assistance, unaccompanied, Discharge instructions given to patient."	3	0
"No: fever present (greater than or equal to 100.4 F or 38 C) or suspected fever; multiple 'cold' symptoms; headache; very itchy eyes, nose or throat; hoarseness or lost voice; bad breath or ear pain"	"F or 38 C) or suspected fever; headache; itchy eyes, nose, roof of mouth, or throat; hoarseness or lost voice; bad breath or ear pain"	3.5	0
"Gastrointestinal: Positive for abdominal pain, diarrhea, nausea and vomiting."	"Gastrointestinal:  Positive for abdominal (belly) pain or cramping, diarrhea, nausea and vomiting."	5	0
"cyanocobalamin 1,000 mcg tablet 1 tablet by mouth one time daily."	estradiol [ESTRACE] 0.5 mg tablet 1 tablet by mouth one time daily.	1	1
"I explained the diagnosis and treatment plan in detail, and the patient clearly expressed understanding of the content reviewed."	Explained diagnosis and treatment plan; patient and Mom expressed understanding of the content.	4	0
Patient is here for the following immunization(s):  Live Intranasal Influenza Virus Vaccination	Patient is here for the following immunization(s):  Live Intranasal Influenza Virus Vaccination; Human Papillomavirus Vaccination	3.25	0
Nursing assessment:  Patient's provider will be contacted for additional advice and follow-up will take place with the caller.	"This information will be reviewed by the provider, and the patient will be contacted with additional recommendations."	3.6	0
Zofran ODT 4 mg tablet Rapid Dissolve 1 tablet by mouth every 6 hours.	Cheratussin AC 10-100 mg/5 mL Liquid 10 mL by mouth every 4 hours as needed.	1	1
"Provided explanation about the following educational topics: ""About Your Cystoscopy,"" ."	Provided explanation about the following educational topics: Side effects of medication and contraindications.	2.25	0
"Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching."	"Identified Injury as a learning need, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching."	3.25	0
"Unable to assess if there is a history or concern, or exposure to physical, emotional, sexual, financial abuse, neglect or domestic violence, Comments: family present."	"Unable to assess if there is a history or concern, or exposure to physical, emotional, sexual, financial abuse, neglect or domestic violence, Comments: child."	3.9	0
Benefits and risks of acupuncture were discussed with patient and patient has signed consent authorization to proceed with treatment.	The above was discussed with the patient and she voiced understanding of the content and plan.	3.5	0
The patient tolerated the procedure well and returned to the orthopedic nursing care floor.	"The patient was taken to the operating room, and anesthesia was administered by the Anesthesia staff."	2.5	0
Zantac 150 mg tablet 1 tablet by mouth one time daily as needed.	melatonin 3 mg tablet 2 tablets by mouth every bedtime as needed.	1	1
Gastrointestinal:  Negative for abdominal (belly) pain or cramping and diarrhea.	"Negative for abdominal pain, diarrhea, nausea and vomiting."	5	0
"No: other symptoms with chest pain nausea or vomiting present; other symptoms with chest pain new shortness of breath; other symptoms with chest pain profuse sweating; other symptoms with chest pain pain that spreads to the arm(s) or shoulder(s), jaw, neck or back; other symptoms with chest pain lightheadedness or other symptoms with chest pain change in heart rate or rhythm or palpitations"	No: other symptoms with chest pain nausea or vomiting present; other symptoms with chest pain new shortness of breath; other symptoms with chest pain profuse sweating or other symptoms with chest pain feel light-headed	3	0
No: new deformity other than swelling; a grating or crackling sound or sensation on movement; bruising or cut or break in the skin	No: extremely dry mouth; dizzy when sitting or standing; new wheezing or severe or persistent vomiting	0	0
"Explained diagnosis and treatment plan; through interpreter, patient/child/caretaker expressed understanding of the content."	Explained diagnosis and treatment plan; patient's parents expressed understanding of the content.	3.9	0
"Patient discharged to home, ambulating without assistance, family driving, accompanied by husband/wife/partner, Discharge instructions given to patient, Above person(s) verbalized understanding of discharge instructions and follow-up care."	"Patient discharged to home, ambulating without assistance, family driving, accompanied by parent, Discharge instructions given to patient, Discharge instructions given to mother, Discharge instructions given to father, Above person(s) verbalized understanding of discharge instructions and follow-up care."	4	0
"Patient Education:  Ready to learn, no apparent learning barriers were identified; learning preferences include listening."	"With the assistance of a Somali interpreter, ready to learn, no apparent learning barriers were identified; learning preferences include listening."	4	0
If you have any questions please let me know.	So please contact us if you have questions or concerns.	4.5	0
"Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Nine-Month-Old ."	"Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Three- to Five-Year-Old."	3.75	0
She denies shortness of breath or chest pain.	"Patient has not had sore throat, shortness of breath, eye irritation, facial pain, ear pain."	3	0
ibuprofen [MOTRIN] 400 mg tablet 1 tablet by mouth every 4 hours as needed.	metoprolol tartrate [LOPRESSOR] 50 mg tablet 1 tablet by mouth two times a day.	3	1
"IV SITE #1, IV SITE #1 IV fluids established, IV SITE #1 1st bag hung, amount 1 Liter, IV SITE #1 bolus of 1000 ml established."	"IV SITE #1 into right antecubital, IV SITE #1 IV fluids established, IV SITE #1 1st bag hung, amount 1 Liter, IV SITE #1 bolus of 1000 ml established, via primary tubing."	4.5	0
"Respiratory assessment findings include respiratory effort easy, Respirations regular, Conversing normally, no signs of distress, no cyanosis."	"Respiratory assessment findings include respiratory effort easy, Respirations regular, Conversing normally, no signs of distress, no retractions noted, no cyanosis, no associated cough noted."	3.8	0
Patient identified using two identifiers and permission was obtained from the patient to perform a fingerstick INR.	"Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, cooperative, alert, Oriented to person, place and time."	0	0
Tylenol Extra Strength 500 mg tablet 2 tablets by mouth every 8 hours as needed.	metoprolol tartrate [LOPRESSOR] 50 mg tablet 2 tablets by mouth two times a day.	1	1
The patient was not personally interviewed or examined.	The patient has no other concerns this visit.	0	0
"Patient is able to globally contract, relax and expand her abdomen."	"Continuous care: Patient is able to perform mobility, ADL and IADL tasks with help."	0.5	0
The patient tolerated the test well and was assessed upon completion of the study and dismissed with no complaints.	"The segment was resected, the cut ends cauterized, and a small pocket was made along each cut end of the vas into which the cut end was tucked."	0	0
"Patient requires extensive assistance in the following activities:  toileting, transfer to/from bed/chair, mobility."	"PATIENT IS TOTALLY DEPENDENT IN THE FOLLOWING ACTIVITIES:  EATING, BATHING, DRESSING, GROOMING/HYGIENE, TOILETING, TRANSFER TO/FROM BED/CHAIR, MOBILITY."	3.25	0
Please let us know if we can be of further assistance at this time.	Patient will let us know if any further issues.	3	0
