0	 Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Nine-Month-Old .
0	The patient's current medical and functional status remain the same.
0	The subcutaneous tissue was closed with 3 0 Monocryl.
0	 No: joint pain; joint swelling; pain of a type other than joint pain; a limp without a known injury; discomfort in the legs that improves with movement, usually occurring at night; painful cramping in your hip, thigh or calf muscles after walking or climbing stairs; muscle cramps; varicose veins or spider veins; ulcers or sores on the lower leg; red or hot area of the skin; pale, cold or blue leg or toes; nail problem; cracking, peeling, burning or itching between the toes or on the soles of the feet; lump or swollen gland under the skin or unable to remove a ring or other piece of jewelry
0	Denies ear pain, nasal congestion, rhinorrhea, toothache, or sore throat.
0	 Patient arrives, via hospital wheelchair, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.
0	The patient was offered the following DBT Distress Tolerance handouts: 7, 8, 8A, 9, 9A.
0	 Complex assessment performed, Patient arrives, via stretcher, via Emergency Medical Services, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.
1	lisinopril [PRINIVIL/ZESTRIL] 20 mg tablet 2 tablets by mouth one time daily.
0	She is alert and oriented x 3 and in no acute distress.
0	 Please avoid submerging the surgical incision in water such as bath, pools, or hot tubs for a period of at least 6 weeks after surgery.
0	 Discussed advance directives and the necessity of other members of the healthcare team, both male and female, participating in the procedure.
0	No: new deformity other than swelling; a grating or crackling sound or sensation on movement; bruising or cut or break in the skin
1	Albuterol [PROVENTIL/VENTOLIN] 90 mcg/Act HFA Aerosol 1-2 puffs by inhalation every 4 hours as needed.
0	The blower unit is set to the proper pressure for you.
0	 She can return to the emergency department for any of the problems listed on her discharge instruction sheet.
1	Multivitamins with Iron tablet 1 tablet by mouth one time daily.
0	 I explained the diagnosis and treatment plan; the patient asked appropriate questions and expressed understanding of our discussion.
1	Advil 200 mg tablet 2 tablets by mouth every 4 hours as needed.
0	 The patient understands and wishes to proceed on a date convenient for the patient, and he understands the necessity of other members of the surgical team participating in the interventional procedure.
0	 Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, Teaching methods used included Verbal Instructions.
0	Respiratory: Denies shortness of breath, cough or cold symptoms.
0	 Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.
0	 Discussed risks, goals, alternatives, advance directives, and necessity of other members of the team participating in the procedure with parent.
0	 Identified Injury as a learning need, Identified Follow-up care as a learning need, Identified Medications as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.
0	 PATIENT IS TOTALLY DEPENDENT IN THE FOLLOWING ACTIVITIES:  EATING, BATHING, DRESSING, GROOMING/HYGIENE, TOILETING, TRANSFER TO/FROM BED/CHAIR, MOBILITY.
1	Maxair Autohaler 200 mcg/Inhalation Aerosol 2 puffs by inhalation four times a day as needed.
0	 Place the adhesive backing of the maxi pad onto the breast binder and the padded side over the incision.
0	 This screening option can be used to assess the chance that the fetus has Down syndrome and the chance that the fetus has trisomy 18 between the 10th and 13th week of pregnancy.
1	losartan [COZAAR] 50 mg tablet one-half tablet by mouth one time daily.
0	Genitourinary:  Positive for difficulty urinating and frequent urination.
0	Patient has not had sore throat, shortness of breath, eye irritation, facial pain, ear pain.
0	 No: new confusion or inability to stay alert and awake; currently struggling to breathe, even while inactive or resting; any chest pain or discomfort; change in heart rate or rhythm or palpitations; profuse sweating or new weakness, numbness, or tingling on one half of the body (arm AND leg)
0	 Informed consent: Discussed risks, goals, alternatives, and the necessity of other members of the healthcare team participating in the procedure with the patient and obtained informed consent.
0	Thank you for choosing the Name, M.D.. care team for your health care needs!
0	 No: foul-smelling vaginal discharge; abnormal vaginal discharge; blisters, ulcers or sores in the genital area; itching of the genital or vaginal area; visible genital rash or redness; genital discomfort without visible rash or redness; suspected or known object in the vagina or painful sexual intercourse
0	 Patient discharged to home, carried, family driving, accompanied by parent, Discharge instructions given to patient, Above person(s) verbalized understanding of discharge instructions and follow-up care.
0	The patient has no barriers to learning and expresses verbal understanding of the issues discussed.
1	hydrochlorothiazide 25 mg tablet 2 tablets by mouth one time daily.
1	Adderall XR 20 mg capsule sustained release 24 hour 1 capsule by mouth one time daily.
0	The patient will meet individually with the group provider nearing completion of LEARN and prior to bariatric surgery.
1	Fish Oil [OMEGA-3] 1,000 mg capsule 1 capsule by mouth one time daily.
0	 The care of a sprain includes the use of pain medicine along with the use of a splint to reduce movement.
0	Patient agrees with this plan and verbalizes understanding.
0	 Discussed risks, benefits, goals, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure.
0	 Discussed risks, goals, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure with patient .
0	No: uncontrollable or continuous rectal bleeding; currently feeling like you are going to collapse every time you stand (sit) or new confusion or inability to stay alert and awake
0	 Discussed risks, goals, and alternatives to sedated bone marrow aspiration and biopsy, the potential need for repeating the procedure, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient.
0	 No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness; sudden swelling of the lips, tongue, or mouth; sudden onset of trouble swallowing or purple or red rash/blotches that stay when pressed by a glass (purpural rash)
0	 Goals/outcomes:  Patient will be instructed in home program, demonstrate understanding, and state ability to continue independently.
1	spironolacton-HCTZ [ALDACTAZIDE] 25-25 mg tablet 1 tablet by mouth one time daily.
0	 The patient tolerated the procedure and anesthesia well, was extubated, and then brought to the post-anesthesia care unit in stable condition.
0	 No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow; newly painful neck with difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or pain, pressure or tightness in the chest, jaw or arm
1	Multivitamin tablet 1 tablet by mouth as directed by prescriber.
1	 Given current medication regimen, the following parameters should be monitored by outpatient providers: None
1	atovaquone-proguanil [MALARONE] 250-100 mg tablet 1 tablet by mouth as directed by prescriber.
0	 Patient discharged to home, ambulating without assistance, family driving, accompanied by other family member, Discharge instructions given to patient, Simple or moderate discharge teaching performed, by T. RN.
0	No: fever each day for more than three days; fever that has recurred after 24 hours without fever or temperature of 103 F (39.4 C) or more
1	atorvastatin [LIPITOR] 10 mg tablet 1 tablet by mouth every bedtime.
0	 Peripheral IV site, established in the right antecubital, using a 20 gauge catheter, in one attempt, Saline lock established.
0	Respiratory: Positive for cough, orthopnea and shortness of breath.
0	 She denies any signs or symptoms of bruising, bleeding complications, or thromboembolic events.
0	Activities that aggravate the symptoms: lifting, gripping, pushing.
0	 I encouraged the patient to actively pursue a level of understanding and comfort with her sexuality.
0	 Discussed risks, goals, and alternatives to sedated bone marrow aspiration and biopsy, the potential need for repeating the procedure, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient.
0	 Discussed the risks, benefits, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure.
0	 Patient currently uses tobacco, smokes cigarettes, smokes 1 pack per day, has smoked for 30 years, Patient denies alcohol use.
1	Tylenol Extra Strength 500 mg tablet 2 tablets by mouth every bedtime.
0	 Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning.
0	 After explanation of the test and answering the patient's questions, the patient verbalized an understanding.
0	 Barriers to learning: (cultural, religious/spiritual, motivational, physical/cognitive, language, emotional); no apparent barriers to learning present, ready to learn.
0	 No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness; sudden swelling of the lips, tongue, or mouth; sudden onset of trouble swallowing or purple or red rash/blotches that stay when pressed by a glass (purpural rash)
0	 Barriers assessed (cultural, religious/spiritual, motivational, physical/cognitive, language, emotional).
0	 Assessment of Impairment, Severity/Complexity of Illness: The degree of impairment is exemplified by difficulty with mood.
1	Lipitor 80 mg tablet 1 tablet by mouth one time daily.
0	The contents of the handout were discussed with the patient and all questions were answered.
0	 The blood test that was done to determine your immunity to Varicella (Chicken Pox) shows that you are immune.
0	 Respiratory assessment findings include respiratory effort easy, Respirations regular, Conversing normally, no signs of distress.
0	 Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions.
0	Neurological: He is oriented to person, place, and time.
0	 Discussed patient's current frequency of brushing and flossing, need for brushing for a longer interval.
0	 Incremental progress will lead to functional gains and increased independence, accuracy, and efficiency with activities of daily living, instrumental activities of daily living, and work tasks.
0	 The goals, risks, benefits and alternatives of proceeding with a left knee injection were discussed with the patient; he expressed understanding and wished to proceed.
0	 No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand or sit up; complete inability to swallow; new neck pain and difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpuric rash) or large amounts of pink or white frothy sputum
0	 At this time the entire patient's and family's questions were answered fully and to their satisfaction.
0	The patient was offered the brochure on The Disease of Addiction: Relapse (ID number).
0	 No: inability to speak or make normal sounds; new confusion or inability to stay alert and awake; sudden swelling of the lips, tongue or mouth; sudden severe swelling of the eyelids; struggling to breathe even while inactive or resting; abrupt onset of breathing problems that came over the course of a minute or two; sudden onset of coughing, choking or gagging due to inhaling something into the airway or change in heart rate or rhythm, or rapid or skipped heartbeats
0	 Identified Illness as a learning need, Patients primary language is English, Glasses for vision identified as a Barrier to Learning, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.
0	Follow-up:  Patient will follow up with me in 6 weeks.
1	 Multivitamins-Iron Pediatric [FRUITY CHEWS] chewable tablet 2 tablets by mouth one time daily.
1	 Disp : 6 - TAB, Directions : TWO on first day followed by ONE daily on Days 2 through 5, Refill : None, Expire Rx on : None, Route : ORAL
1	warfarin [COUMADIN] 2.5 mg tablet 1 tablet by mouth one time daily.
1	 She states that she has her blood pressure checked once a month and she normally gets systolics in the 160s.
0	Plan is to continue working towards work conditioning goals of 50 lb occasional weight handling.
0	 Complex assessment performed, Patient arrives, via hospital wheelchair, Gait steady, History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.
0	 Ready to learn, no apparent learning barriers were identified in the family/caregiver; learning preferences include listening.
0	MUSCULOSKELETAL:  Strength 5/5 and range of motion normal in bilateral upper and lower extremities.
0	Patient is on long-term anticoagulation for protein C deficiency and history of right axillary artery occlusion.
0	I agree with the note of the NP/PA.
0	 Procedural pause conducted to verify:  correct patient identity, procedure to be performed and the availability of the appropriate drug including it's concentration and volume.
0	 No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow; newly painful neck with difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or pain, pressure or tightness in the chest, jaw or arm
0	 Identified Illness as a learning need, Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions, Patient verbalized an understanding of discharge teaching.
0	Explained diagnosis and treatment plan; patient/child/caregiver expressed understanding of the content.
0	 Peripheral IV site, established in the left hand, using a 20 gauge catheter, in one attempt.
0	 Skin assessment findings include skin warm, dry, normal in color, Inspection findings include signs of trauma.
0	No: new confusion or inability to stay alert and awake; purple or red rash/blotches that stay when pressed by a glass (purpuric rash) or sensitivity to light
0	 The patient may shower two weeks after the surgery with the use of the provided cloth sling.
0	 PATIENT EDUCATION:  Patient was ready to learn, no apparent learning barriers were identified.
0	 Patient instructed that they are contagious until they have been on medication for 24 hours, of the importance of completing all of the medication.
0	The past medical history, medications, allergies, family history and social history were reviewed and are present in the EMR.
0	I agree with the note of the resident with the following exceptions: or as stated in chart.
0	Recheck if not resolved in one week or recheck if breathing or swallowing problems or worsening symptoms occur.
1	Concerta 18 mg tablet sustained release 24 hour 1 tablet by mouth one time daily.
0	If you have questions regarding this release of information, please contact my medical secretary at Phone Number
0	Mental:  Alert and oriented to person, place and time.
0	 We discussed advance directives and the necessity of other members of the healthcare team participating in the procedure.
0	 Patient discharged to home, ambulating without assistance, family driving, accompanied by parent, Discharge instructions given to patient, Discharge instructions given to mother, Above person(s) verbalized understanding of discharge instructions and follow-up care.
0	The patient has failed conservative treatment and would like to proceed with the above procedure.
1	ceftriaxone [ROCEPHIN] 2 gram solution 2 grams intravenous every 24 hours.
1	Calcium 600 tablet 2 tablets by mouth one time daily.
0	The patient has had a chance to have their questions about this procedure answered and wishes to proceed.
0	The diagnosis and treatment plan were explained to the family/caregiver who expressed understanding of the information presented.
0	 Patient is independent in the following activities: eating, bathing, dressing, grooming/hygiene, toileting, transfer to/from bed/chair, mobility.
0	No: fever each day for more than three days; fever that has recurred after 24 hours without fever or temperature of 103 F ( 39.4 C) or more
0	 Identified Injury as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, Content of teaching was limited to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient demonstrated and verbalized an understanding of discharge teaching.
0	 Patient confirms the following Sinusitis symptoms:  upper respiratory symptoms >7 days, colored nasal discharge, maxillary or frontal pressure, facial pain worse with bending forward.
1	losartan-HCTZ [HYZAAR] 100-12.5 mg tablet 1 tablet by mouth one time daily.
0	 Patient needs assistance with the following instrumental activities of daily  living: meal preparation, medication administration, housekeeping, shopping, managing finances, transportation use (drive car/use taxi/bus).
0	 Patient discharged to home, in a wheelchair, family driving, accompanied by husband/wife/partner.
0	The coverage and limitations of each depend on the insurance company.
0	 Patient arrives ambulatory, accompanied by parent, History obtained from parent, Patient alert, happy, smiling and playful, interactive and playful, consolable, appropriately dressed, Skin warm.
1	levothyroxine [LEVOTHROID] 137 mcg tablet 1 tablet by mouth one time daily.
0	 He verbalized cognitive awareness of problems related to alcohol and other drug use, however, behavior change does not seem to be occurring.
0	EXPLAINED DIAGNOSIS AND TREATMENT PLAN; PATIENT/CHILD/CAREGIVER EXPRESSED UNDERSTANDING OF THE CONTENT.
1	Cheratussin AC 10-100 mg/5 mL Liquid 10 mL by mouth every 4 hours as needed.
0	 No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand or sit up; complete inability to swallow; new neck pain and difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpuric rash); pain, pressure or tightness in the chest, arm or shoulder, jaw, or neck or large amounts of pink or white frothy sputum
1	ferrous sulfate 324 mg (65 mg iron) tablet enteric coated 1 tablet by mouth one time daily.
0	Neurologic: Alert and oriented X 3, normal strength and tone.
1	Vitamin D3 400 unit tablet 1 tablet by mouth one time daily.
0	 Peripheral IV site, established in the left forearm, using an 18 gauge catheter, in one attempt.
0	 No: other symptoms with chest pain nausea or vomiting present; other symptoms with chest pain new shortness of breath; other symptoms with chest pain profuse sweating; other symptoms with chest pain pain that spreads to the arm(s) or shoulder(s), jaw, neck or back; other symptoms with chest pain lightheadedness or other symptoms with chest pain change in heart rate or rhythm or palpitations
0	 Plan is to continue working towards work hardening goals of 75 lb occasional weight handling.
0	 Gait steady, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.
1	 I discussed the treatment plan, risks and benefits with the patient and directed the nurse to perform/treat with Cantharidin.
0	Thank you for choosing the Name, M.D.. care team for your health care needs!
1	Cialis 20 mg tablet by mouth as directed by prescriber.
0	The patient/caller was instructed to call 911 OR have someone take them to the Emergency Department
0	 The plan of care, as outlined above, was discussed with the patient who had no apparent learning barriers..
0	 Discussed risks, goals, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient .
0	 Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions.
0	Thank you for choosing the Name, M.D.. care team for your health care needs!
0	Instructions: Apply one patch every twenty-four hours; leave on for up to twelve hours within a twenty-four hour period.
0	Mental: Alert and oriented to person place time and situation.
1	mg tablet by mouth as directed by prescriber.
0	 Bloodshot or pink eyes, green or yellow discharge in the eye or on eyelashes continuing throughout the day
1	Cialis 10 mg tablet by mouth as directed by prescriber.
0	 She denies any shortness of breath, dizziness, chest pain, fainting, or loss of consciousness with exercise.
0	 Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, anxious, Patient cooperative, alert, Oriented to person, place and time.
0	 Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, Involved Family Member or Primary Caregiver to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.
0	 Patient does not have recent onset of or change in vaginal discharge, odor, itching or painful intercourse.
0	 MEDICAL NECESSITY: The patient would benefit from skilled physical therapy interventions to be able to return the patient to full work, home, leisure, self-care, sporting activities.
0	 Complex assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.
0	 Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.
0	 No: new confusion or inability to stay alert and awake; feeling like you are going to pass out EVERY time you stand (or sit) up; blue or dusky lips, skin or nail beds; purple or red rash/blotches that stay when pressed by a glass (purpural rash); newly stiff or painful neck or puffiness around the eyes
0	 Explained diagnosis and treatment plan; patient/child/caregiver expressed understanding of the content.`E`
0	 Informed consent for sedated bone marrow:  Discussed risks, goals, and alternatives to sedated bone marrow aspiration and biopsy, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient.
0	The following portions of the patient's history were reviewed and updated as appropriate: family history, medical history, social history and surgical history.
0	The patient was offered the Location Patient Education brochure on The Disease of Addiction: Cravings.
0	 Discussed goals, risk, alternatives, advance directives, and the necessity of the other members of the surgical team participating in the procedure with the patient (and whoever else is present).
0	 Additional symptoms and pertinent negatives:  patient denies, flank pain, fever, chills, vaginal bleeding, vaginal discharge, gross hematuria, otherwise is in good health.
0	 Identified Illness as a learning need, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions, Verbal Instructions.
0	Patient was identified using two identifiers and permission was obtained from the patient to perform a fingerstick INR.
0	 MEDICAL NECESSITY: The patient would benefit from skilled physical therapy interventions to be able to return the patient to full leisure, self-care activities.
0	 No: inability to speak or make normal sounds; new confusion or inability to stay alert and awake; complete inability to swallow; sudden onset of coughing, choking or gagging due to inhaling something into the airway; pain, pressure or tightness in the chest, arm or shoulder, jaw, or neck; large amounts of pink or white frothy sputum or noisy, wheezy or raspy breathing that doesn't clear with coughing
1	Paxil 10 mg tablet 1 tablet by mouth one time daily.
0	 Discussed the risks, goals, alternatives, and advanced directives and the necessity of other members of the healthcare team participating in the procedure.
0	 Patient arrives, via hospital wheelchair, Gait steady, History obtained from patient, Patient appears, in respiratory distress, Patient cooperative, alert, Oriented to person, place and time.
0	 Patient requires extensive assistance in the following activities:  toileting, transfer to/from bed/chair, mobility.
0	 Per RN assessment:  At this time the area is free of signs and symptoms of infection and not embedded.
0	female who presents for evaluation of Bladder Infection.
0	 IV therapy indicated for hydration, IV established, to the right antecubital, using an 18 gauge catheter, in one attempt.
0	Please avoid submerging the surgical incision in standing bodies of water for a period of at least 6 weeks.
0	 Reviewed with the patient the findings from the breast pathology and specifically, difference between in situ and invasive carcinomas.
0	Patient Education: Cognitive and/or language difficulties or the patient's age prevented the patient from understanding the diagnosis and/or treatment plan.
0	 No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness; sudden swelling of the lips, tongue or mouth; difficulty swallowing that came on suddenly or purple or red rash/blotches that stay when pressed by a glass (purpural rash)
0	 Explained diagnosis and treatment plan; patient/child/caretaker expressed understanding of the content.`E`
1	Probiotic* (Free Text Entry) 1 tablet by mouth one time daily.
0	The patient was transferred to the appointment desk.
0	 Learns best by: verbal instruction while procedure is performed, reading, seeing, listening, doing.
0	 No: fever each day for more than three days; fever that has recurred after 24 hours without fever; temperature higher than 104 F or 40 C or recurrent, unexplained fevers over several weeks
1	metoprolol tartrate [LOPRESSOR] 100 mg tablet one-half tablet by mouth two times a day.
1	acetaminophen [TYLENOL] 325 mg tablet 1-2 tablets by mouth every 4 hours as needed.
0	Explained diagnosis and treatment plan; patient/child/caregiver expressed understanding of the content.
0	I personally spent 45 minutes in counseling and coordination of care.
0	Thank you for choosing the Name, M.D.. care team for your health care needs!
0	Thank you for choosing the Name, APRN, C.N.P., M.S.N.. care team for your health care needs!
1	Zantac 150 mg tablet 1 tablet by mouth two times a day.
0	 No: spreading redness that extends away from the edge of the wound; red streaks going out from the localized area of redness; new and increasing pain that extends beyond margins of the wound; pus or a foul-smelling discharge from the site or area of red skin along with fever, chills or muscle aches
0	The patient was in agreement with the plan.
0	 No: new confusion or inability to stay alert and awake; severe headache; new neck pain and difficulty bending the neck; currently feeling like you are going to collapse every time you stand or sit up or purple or red rash/blotches that stay when pressed by a glass (purpural rash)
0	 Barriers assessed (Cultural, Religious/Spiritual, Motivational, Physical/Cognitive, Language, Emotional): no barriers present, ready to learn.
0	 Identified Injury as a learning need, Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.
0	Patient denies balance problems or a history of a fall.
1	folic acid 1 mg tablet 1 tablet by mouth one time daily.
0	 EXPLAINED DIAGNOSIS AND TREATMENT PLAN; PATIENT/FAMILY EXPRESSED UNDERSTANDING OF THE CONTENT.
0	Survey of the patient's pelvis revealed the above findings, and the images were saved.
0	 Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions.
0	No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand or sit up; purple or red rash/blotches that stay when pressed by a glass (purpural rash); new neck pain and difficulty bending the neck or swelling or puffiness around the eye(s)
0	 Patient is independent in the following activities: eating, transfer to/from bed/chair, mobility.
0	 No: inability to speak or make normal sounds; new confusion or inability to stay alert and awake; sudden swelling of the lips, tongue or mouth; struggling to breathe even while inactive or resting; pain, pressure or tightness in the chest, arm or shoulder, jaw, or neck or currently feeling like you are going to collapse every time you stand or sit up
0	 When it moves from the kidney into the tube between the kidney and the bladder (the ureter), it causes severe pain.
0	Negative for loss of balance or tendency to fall easily and weakness in arms or legs.
0	 Right upper extremity assessment findings include capillary refill less than 2 seconds, Skin color normal to hand, temperature, cool to touch.
0	 Discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team, both male and female, participating in the procedure.
0	The patient tolerated the anesthesia and procedure well and was instructed in post procedure care.
0	 PATIENT EDUCATION:  The patient has no barriers to learning and expresses verbal understanding of the issues discussed.
0	 Discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team, both male and female, participating in the procedure.
0	 Patient Education:  Ready to learn, no apparent  learning barriers were identified; learning preferences include listening.
0	 Strep screen, treat regardless of throat culture results, symptomatic relief discussed, Strep pharyngitis considered contagiousness until treated for 24 hours, Advised to recheck if not resolved in one week or sooner if worse in any way., Medications and side effects discussed.
0	The patient demonstrated good understanding and is in agreement with the plan.
0	Please contact me at Phone Number with any questions or for further information.
0	Please page Phone Number with any questions or concerns.
0	 Patient's age is 6 months to less than 36 months: Administer Inactivated Influenza Virus Vaccine 0.25 mL, intramuscular.
0	 Negative gastrointestinal review of systems, Historian denies abdominal pain, diarrhea, nausea, vomiting.
0	Thank you for choosing the Name M.D.. care team for your health care needs!
0	 No: joint swelling; pain of a type other than joint pain; a limp without a known injury; discomfort in the legs that improves with movement, usually occurring at night; painful cramping in your hip, thigh or calf muscles after walking or climbing stairs; muscle cramps; lower leg swelling without a known injury; varicose veins or spider veins; ulcers or sores on the lower leg; red or hot area of the skin; pale, cold or blue leg or toes; nail problem; cracking, peeling, burning or itching between the toes or on the soles of the feet; lump or swollen gland under the skin or unable to remove a ring or other piece of jewelry
1	lisinopril [PRINIVIL/ZESTRIL] 10 mg tablet one-half tablet by mouth one time daily.
0	The patient clearly expressed understanding of the content reviewed.
0	NEUROLOGIC:  Alert and oriented, competent, with normal gait and demeanor.
0	 Peripheral IV site, present prior to arrival, established in the right hand, using a 20 gauge catheter.
0	 I discussed the indications, contraindications and side effects of doxycycline with the patient.
0	Explained diagnosis and treatment plan; patient/child/caretaker expressed understanding of the content.
1	Aleve 220 mg tablet 2 tablets by mouth two times a day as needed.
0	 Goals:  Patient will verbalize and demonstrate understanding of home exercise program following each therapy session.
0	 The above was discussed with the patient, and she voiced understanding of the content and plan.
0	The patient was instructed to contact me with regard to any questions pertaining to the injection and to inform me of the results in a period of approximately two weeks, as needed.
0	 Complex assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, anxious, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.
1	Cozaar 100 mg tablet 1 tablet by mouth one time daily.
0	 Patient requires limited assistance in the following activities: bathing, dressing, grooming/hygiene.
1	ibuprofen [ADVIL] 200 mg tablet 3 tablets by mouth one time daily as needed.
0	 No: new confusion or inability to stay alert and awake; struggling to breathe even while inactive or resting; floppiness or fainting or active, uncontrolled bleeding
0	 The patient's bilateral knees were prepped and draped in the usual sterile fashion and the painful area marked.
0	No further questions or concerns at this time.
0	 Discussed risks, goals, alternatives, and the necessity of other members of the healthcare team participating in the procedure with the patient.
0	 No: new confusion or inability to stay alert and awake; currently feeling like he is going to collapse every time he stands (sits); complete inability to swallow; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or pain, pressure or tightness in the chest, jaw or arm
0	The patient is not currently experiencing numbness to the effected limb.
0	 Community Support Resources Utilized By The Patient/Family:  Women, Infants, and Children Program (WIC) and Public Health.
